card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Union Select RuPay Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Nil,Rs. 499 + GST,"Renewal fee waived off on spending Rs. 50,000 in the previous year.",,,"You can redeem your reward points for movies, bus & air tickets, gift vouchers, etc. A minimum of 100 reward points needs to be accumulated for redemption. 1 reward point = Rs. 0.25.",,"Unfortunately no, you do not get any milestone benefits on the Union Select RuPay Credit Card.","{""domestic"": ""4 complimentary domestic lounge access."", ""international"": ""4 complimentary international lounge access.""}",The basic eligibility requirements for the Union Bank RuPay Select Credit Card are as follows: The age of the applicant should be a minimum of 21 years. The applicant should either be salaried or self-employed with a stable source of income. The applicant should have a decent credit score.,2.95% p.m. (41.75% p.a.),3% on the conversion amount.,1% Fuel surcharge waiver on fuel transactions. The maximum fuel surcharge is capped at Rs. 100 per month. | 3% or Rs. 200 (whichever is higher) | Nil,Union Select RuPay Credit Card comes with no joining fee. Earn 4 reward points on every Rs. 100 spent using this card. Earn cashback of Rs. 50 on payment of utility bills. Earn cashback of Rs. 50 on a minimum transaction of Rs. 500. Earn cashback of Rs. 25 on a minimum transaction of Rs. 300 spent on the IRCTC website. Get 4 complimentary domestic and international lounge access. Covers accidental air death cover and credit card lost cover. 1 RP = Rs. 0.25,[],[],,cardinsider.com,https://cardinsider.com/union-bank/union-select-rupay-credit-card/
Union Uni Carbon Credit Card,Union Bank of India,Best Union Bank of India,,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Rs. 499 + GST,Rs. 499 + GST,"A spend-based waiver on an annual fee of Rs 499 on the spending of Rs 1,00,000 or above in the previous year.",,,1 Reward point = Rs 0.25 redeemed against cashback at HP Pay app using your credit card.,"On using your Union Uni Carbon credit card at any HPCL fuel station, you get Rs 300 credited on your bill amount. Offer applicable on fuel spending of Rs 300 or above at authorized HPCL fuel stations within 60 days from the date card issuance.","On annual spending of Rs 1,25,000, you get provided with 500 reward points. Moreover, also you get rewarded with every consecutive spending of Rs 25,000 over the milestone spending of Rs 1,25,000. You get 1000 reward points on every Rs 50,000 spent beyond Rs 2,00,000 in the previous year.","{""domestic"": ""NA"", ""international"": ""NA""}",,2.95% p.m. (41.75% p.a.),3%,1% surcharge waiver on fuel transactions of Rs 200 or above at all HPCL fuel stations | 3% or Rs. 200 (whichever is higher) | Nil,"500 Reward Points on annual spending of Rs 1,25,000 16 reward points on fuel spending of Rs 500 which is equivalent to 4% cashback 2 reward points on every Rs 100 spent non-fuel transactions Get Rs 300 credited on your bill amount at any HPCL fuel station as a welcome bonus Annual fee waiver on the spending of Rs 1,00,000 or above in the previous year Air accidental cover upto Rs 10 lakhs 1% surcharge waiver on fuel transactions of Rs 200 or above at all HPCL fuel stations",[],[],,cardinsider.com,https://cardinsider.com/union-bank/union-uni-carbon-credit-card/
Utkarsh Small Finance Bank Eternal Credit Card,Utkarsh Small Finance Bank,Best Utkarsh Small Finance Bank,"Mastercard, RuPay","[""Best Utkarsh Small Finance Bank"", ""Best Utkarsh Small Finance Bank Credit Cards""]",N/A,"₹1,999 + GST",Renewal Fee is Waived if ₹1.5 Lakh is Spent in the Previous Year,,Cashback,Cashback will be Adjusted Against the Next Billing Statement,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The card is available to existing customers with an active Savings, Current, Fixed Deposit (FD), or Loan Account. The applicant must be a resident of India. For unsecured credit cards, the cardholder must be between 21 and 65 years old. For an FD-backed credit card , users must be between the ages of 18 and 65 years.",Up to 3% Per Month (36% Annual Percentage Rate),3%,"1% | 5% or ₹500, Whichever is Higher | N/A",The card is offered as a first-year free credit card. Allows users to earn a flat 1.25% cashback on eligible spends The annual fee is waived if ₹1.5 lakh or more is spent in the previous year,"[""There is no joining fee; the card is a First-Year Free product."", ""The card is also available against a Fixed Deposit."", ""Renewal fee is waived on spending ₹1.5 lakh in the last year.""]","[""No airport lounge access, domestic or international."", ""No accelerated rewards program."", ""No travel, golf, or any other lifestyle perks are offered.""]",,cardinsider.com,https://cardinsider.com/utkarsh-small-finance-bank/eternal-credit-card/
Utkarsh Small Finance Bank Rhodium Credit Card,Utkarsh Small Finance Bank,Best Utkarsh Small Finance Bank,,"[""Best Utkarsh Small Finance Bank"", ""Best Utkarsh Small Finance Bank Credit Cards""]",N/A,"₹4,999 + GST",Renewal Fee is Waived if ₹5 Lakh is Spent in the Previous Year,,Cashback,Cashback Can be Credited Against Next Bill,,,"{""domestic"": ""Complimentary Access 4 Times a Quarter; 16 Visits Annually"", ""international"": ""N/A""}","The card is available to existing customers with an active Savings, Current, Fixed Deposit (FD), or Loan Account. Only Indian residents can apply for the card. The cardholder must be between 21 and 65 years old. Since the card is issued to existing account holders, no additional documents are required for the application.",Up to 2% Per Month (24% Annually),3%,"1% | 5% or ₹500, Whichever is Higher | N/A",The card offered does not have a joining fee. Allows users to earn a flat 1.25% cashback on eligible spends The annual fee is waived if a target of ₹5 lakh spending was achieved in the last year,"[""The card is a First-Year Free product from the bank."", ""The card has upto four complimentary domestic lounge access per quarter."", ""Renewal fee is waived on spending ₹5 lakh in the last year.""]","[""No international airport lounge access."", ""No accelerated rewards program."", ""No travel, golf, or any other lifestyle perks are offered.""]",,cardinsider.com,https://cardinsider.com/utkarsh-small-finance-bank/rhodium-credit-card/
Utkarsh Small Finance Bank SmartGen Credit Card,Utkarsh Small Finance Bank,Best Utkarsh Small Finance Bank,,"[""Best Utkarsh Small Finance Bank"", ""Best Utkarsh Small Finance Bank Credit Cards""]",N/A,₹199 + GST,"Renewal Fee is Waived if ₹50,000 is Spent in the Previous Year",,Cashback,Cashback to be Adjusted Against Upcoming Billing Statement,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Since the card is only for existing customers with the bank, there are no additional documents required; however, to be able to get the card, you should be an Indian resident between the ages of 21 and 65 years. You should have either of the following accounts with the bank to qualify as an existing customer – Current Account Savings Account FD Account Loan Account",Up to 3.6% Per Month (43.2% Annual Percentage Rate); 2.5% Per Month (30% annually) Against FD,3%,"1% | 5% or ₹500, Whichever is Higher | N/A","Allows users to earn a flat 1% cashback on eligible spends. The annual fee is waived on spending ₹50,000 in an anniversary year. The card has a low annual fee of ₹199 from the second year onwards.","[""There is no joining fee; the card is a First-Year Free product."", ""The card is also available against a Fixed Deposit.""]","[""No airport lounge access, domestic or international."", ""No accelerated rewards program.""]",,cardinsider.com,https://cardinsider.com/utkarsh-small-finance-bank/smartgen-credit-card/
Utkarsh Small Finance Bank superCard Credit Card,Utkarsh Small Finance Bank,Best Utkarsh Small Finance Bank,RuPay,"[""5 Best Secured/FD-Based Credit Cards In India"", ""Best Fintech Credit Cards in India"", ""Best RuPay Credit Cards for UPI Payments"", ""Best Utkarsh Small Finance Bank"", ""Best Utkarsh Small Finance Bank Credit Cards""]",Lifetime Free,Lifetime Free,N/A,,Cashback,"Cashback on the super.money App, Which Can Be Directly Credited to Your Bank Account",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","To qualify for the superCard Credit Card, users must create a digital fixed deposit using the super.money app and complete the KYC process. Once these steps are done, they will receive their virtual superCard instantly. Minimum Fixed Deposit Amount ₹90 Maximum Fixed Deposit Amount ₹9 Lakh Cardholders shall receive 90% credit limit of the fixed deposit amount",Up to 3% Monthly (36% Annually),3.50%,"N/A | 5% or ₹25, Whichever is Higher | N/A","This is an FD-backed credit card. Users shall get an instant credit card with 100% approval on making a Fixed Deposit. This card has been launched by super.money and Utkarsh Small Finance Bank. The superCard comes without any joining or annual charges. It is available as lifetime free. With superCard, users receive a flat 1% cashback on all UPI and non-UPI transactions. Additionally, they can earn exclusive cashback on Myntra (5%), Cleartrip (3%), and other purchases (2%) that are non-UPI.","[""1% cashback on all UPI and Non-UPI spends."", ""Earn 6.5% interest on the FD amount."", ""5%, 3%, & 2% cashback on non-UPI spends on Myntra, Cleartrip & Flipkart respectively."", ""This is a great secured credit card for beginners  (in our opinion). Students, freshers, or youngsters in general can opt for this card by simply creating a fixed deposit of a minimum of ₹100. This amount is quite low when compared to secured credit cards offered by other issuers.""]","[""Cashback across all partner platforms like Myntra, Flipkart, and Cleartrip is capped at just ₹500 for each statement cycle.""]",,cardinsider.com,https://cardinsider.com/utkarsh-small-finance-bank/supercard-credit-card/
Utkarsh Small Finance Bank Wish Credit Card,Utkarsh Small Finance Bank,Best Utkarsh Small Finance Bank,,"[""Best Utkarsh Small Finance Bank"", ""Best Utkarsh Small Finance Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,N/A,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3% Per Month (36% Annually),3.50%,"N/A | 5% or ₹25, Whichever is Higher | N/A","This is a secured credit card. The Wish Credit Card has zero joining and annual charges. This is a co-branded offering by Utkarsh Small Finance and Phone Pe. Earn 200 Reward Points on monthly spends of ₹15,000 or more.","[""For a secured credit card, this card offers a useful reward rate of 3% for bill payments made via PhonePe.""]","[""Except for bill payments, there aren’t any categories that are eligible for accelerated rewards.""]",,cardinsider.com,https://cardinsider.com/utkarsh-small-finance-bank/wish-credit-card/
Klick RuPay Credit Card,Yes Bank,Yes Bank,RuPay,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Nil,Nil,Nil,,Reward Points,N/A,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","To be eligible for the Klick RuPay Credit Card, applicants need to meet the following criteria. Should be between 18-60 years Resident of India Should have a good credit score Must have a stable source of income",3.8% Monthly,3.50%,1% | Nil | Nil,The Klick RuPay Credit Card is a 100% virtual card. This is a lifetime free credit card. Earn 2 Reward Points/₹200 on non-UPI spends.,[],[],,cardinsider.com,https://cardinsider.com/yes-bank/klick-rupay-credit-card/
YES Bank BYOC Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Rs. 49 + GST (Monthly),Rs. 49 + GST (Monthly),NA,,Reward Points,The Reward Points can be redeemed against various options via the YesRewardz portal where 1 Reward Point = up to Re. 0.25.,,,"{""domestic"": ""1 complimentary domestic lounge access every quarter."", ""international"": ""NA""}","The eligibility criteria that need to be fulfilled in order to get approved for the YES Bank BYOC Credit Card are as mentioned below: The age of the applicant should be between 21 years and 60 years. The applicant should either be salaried or self-employed. In the case of salaried individuals, the minimum required income is Rs. 25,000 per month and in the case of self-employed people, the minimum ITR should be Rs. 5 lakhs. The applicant should have a decent credit score.",3.80% per month,3.5% of the total transaction amount,"1% surcharge waiver on fuel transactions between Rs. 400 and Rs. 5,000 | 2.5% of the withdrawn amount subject to a minimum of Rs. 300. | Nil",A fully customizable credit card. Cardholders have an option to choose either cashback or rewards. You get 1% cash back or 8 Reward Points on every spend of Rs. 200. You can choose a cashback plan to earn accelerated cash back on the merchants of your choice. Complimentary airport lounge access. Complimentary rounds of golf every month. 1% fuel surcharge waiver on all fuel transactions.,[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-byoc-credit-card/
YES Bank EMI Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Rs. 499 + GST,Rs. 499 + GST,The renewal fee of Rs. 499 is waived on spending Rs. 1.2 lakhs or more in the previous anniversary year.,,,The earned cashback is directly credited to the cardholders’ accounts.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","You also need to fulfill certain eligibility requirements in order to get approved for the YES Bank’s EMI Credit Card. These eligibility criteria are given below: The age of the applicants should be between 21 years and 60 years. The applicant should either be self-employed or salaried and should fulfill the below-mentioned income requirements: – Self Employed People: at least 5 lakhs per year. – Salaried: at least 25,000 per month. The applicant should have a decent credit score.",3.5% per month,3.5% of the total amount,1% fuel surcharge waiver capped at Rs. 250 per month. | 2.5% of the withdrawn amount or a minimum of Rs. 500 | Nil,3% cash back on selected purchases made using this card. 1% cashback on all other retail transactions Automatic conversion of large transactions into EMIs. Spend-based waiver of the annual membership fee. 1% fuel surcharge waiver. Exciting additional deals on YES Cart.,[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-emi-credit-card/
YES Bank RESERV Credit Card,Yes Bank,Yes Bank,,"[""Best Low Interest Credit Cards 2026"", ""Yes Bank"", ""Yes Bank Credit Cards""]","₹2,499 + GST","₹2,499 + GST","The Joining Fee is Waived on Spending Rs. 40,000 Within 30 Days of Card Issuance. and the Renewal Fee is Waived on Annual Spends of Rs. 3 Lakh or More.",,Reward Points,Reward Points Can be Redeemed on the YesRewardz Portal Against Multiple Options,,,"{""domestic"": ""12 Domestic Lounge Visits Every Year (3 Per Quarter) on Spending ₹1 Lakh or More in the Previous Quarter"", ""international"": ""6 Lounge Visits Outside India Each Year""}","The eligibility criteria that need to be fulfilled by the applicants in order to get approved for the YES Bank First Exclusive Credit Card are as follows: Must be a resident of India, Must be between the ages of 21 and 60 years, Should have a minimum monthly income of ₹2 lakh or an annual income of ₹18 lakh or above.",2.99% Per Month (35.88% Annually),2%,"The convenience fee on purchases (between ₹500 and ₹4,000) is waived at all refill stations across India (the maximum benefit under this waiver is capped at ₹500 per month). | 2.5% Or ₹650 (Whichever is Higher) | ₹100 + GST","24 Reward Points for every ₹200 spent on online shopping. 12 Reward Points for every ₹200 spent offline. 6 Reward Points on every spend of ₹200 on select categories like insurance, education, government, and wallet payments.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-first-exclusive-credit-card/
Yes Bank Marquee Credit Card,Yes Bank,Yes Bank,,"[""Best Credit Cards To Earn Club Vistara Points India"", ""Yes Bank"", ""Yes Bank Credit Cards""]","Rs. 9,999 + GST","Rs. 4,999 + GST",On Spending Rs. 10 Lakh in a Year,,Reward Points,Redeem with Yes Rewardz,,,"{""domestic"": ""6 Free Visits Each Quarter (24 in a Year)"", ""international"": ""Unlimited Lounge Access for Primary & Add-On Cardholders""}",You need to fulfill the following criteria to be eligible for this card. Must be a resident of India. The applicant’s age should be between 21 and 60 years. The minimum monthly income required is ₹3 Lakh or an Income Tax Return of ₹24 Lakh.,2.99% Per Month (35.88% Annually),1% of the Transaction Amount,"1% on Fuel Transactions Between ₹500 and ₹5,000 | 2.5% Or ₹650 (Whichever is Higher) | ₹100 + GST",This is a premium card offered by Yes Bank. This card carries unlimited lounge access for primary and add-on cardholders. BOGO on movies. 36 RPs for online spends of ₹200 and 18 RPs for offline spends.,"[""Since this card offers unlimited lounge access and a lower Foreign Currency Mark-Up of 1%, it is perfect for international travelers."", ""Buy One Get One on movies and discounts on dining make it an attractive choice for youngsters.""]","[""This card has a high joining fee of Rs. 9,999."", ""The welcome benefit seems limited in accordance with the high joining charge.""]",,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-marquee-credit-card/
Yes Bank RuPay Credit Card,Yes Bank,Yes Bank,RuPay,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,Reward points earned can be redeemed against a host of choices at the Yes Rewardz portal,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.8% per month or 45.6% per annum,2.75% of the transaction amount,"1% fuel surcharge waiver on spends between Rs. 400 to Rs. 5000, with maximum benefit capped at Rs. 125 per statement cycle | N/A | Rs. 100 per redemption request","Lifetime free credit card without any joining or renewal fee Convenience in making UPI transactions Virtual-Only card without any physical card variant 4 RPs per ₹200 spent on UPI transactions above ₹2,000 2 RPs per ₹200 spent on other online spends A low forex markup fee of 2.75% of the transaction amount",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-rupay-credit-card/
Yes Bank Wellness Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",₹499 + GST,₹499 + GST,N/A,,Reward Points,Redeem at YES Rewardz Portal,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",You need to fulfill the below-mentioned eligibility criteria in order to be eligible to apply for YES Bank Wellness Credit Card:,47.88% per annum (3.99% per month),3.50%,"1% fuel surcharge waiver at all fuel stations in India on transactions between INR 400 to INR 5,000 | 2.5% of the transaction amount or Rs. 300, higher of the two. | ₹100 + GST","You get a complimentary preventive health check-up every year. 6 Complimentary fitness sessions every month (Gym, Zumba, Yoga, etc). Get unlimited health benefit offers & Earn Reward Points across multiple categories. Earn 20 Reward Points on every Rs 200/- spent on Chemist/ Pharmaceutical stores You get Credit Shield coverage in the event of the accidental death of the primary cardholder 1% fuel surcharge waiver across all fuel stations in India",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-wellness-credit-card/
YES Bank Wellness Plus Credit Card,Yes Bank,Yes Bank,,"[""Best Health and Wellness Credit Cards"", ""Yes Bank"", ""Yes Bank Credit Cards""]","Rs. 1,499 + GST","Rs. 1,499 + GST",N/A,,Reward Points,"The reward points are redeemable on Yes Rewardz, 1 RP = Re. 0.25 when redeeming against hotel and flight bookings, and 1 RP = Re. 0.10 for redemption against product catalogue, gift vouchers, etc.",,,"{""domestic"": ""2 Visits Each Quarter on Spends of ₹50,000 or More in the Previous Quarter"", ""international"": ""N/A""}","Please note that this credit card is only available in Ahmedabad, Bangalore, Chandigarh, Chennai, Delhi & NCR, Hyderabad, Jaipur, Kolkata, Mumbai, Pune, Thane, and Navi Mumbai",3.99% Per Month (47.88% Annually),3.5% on all international spends.,"1% fuel surcharge waiver on all fuel transactions above Rs. 400 and below Rs. 5,000. | 2.5% of the Amount Withdrawn ₹500 (Whichever is Higher) | Rs. 100","Get 30 Reward Points for every Rs. 200 you spend on pharmaceutical/chemist stores. Get 6 Reward Points for every Rs. 200 you spend on other purchases. 2 domestic lounge visits each calendar quarter. Every month, you get 12 complimentary fitness sessions. Get complimentary preventive health checkups. Great offers across shopping, wellness, travel, etc.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-bank-wellness-plus-credit-card/
YES Essence Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",₹799 + GST,₹799 + GST,"Joining Fee Waiver on Spends of ₹20,000 Within 30 Days of Card Setup. Annual Fee Waiver on Spends of ₹1 Lakh",,Reward Points,Redeem Reward Points for Vouchers and More,,,"{""domestic"": ""1 Complimentary Domestic Lounge Access Every Quarter"", ""international"": ""N/A""}",,3.99% Per Month (47.88% Annually),2.75%,"1% Fuel Surcharge Waiver on Fuel Spends Between ₹400 – ₹5,000 | 2.5% or ₹650 Whichever is Higher | ₹99 + GST","The card offers welcome vouchers worth ₹1,000 on activation. Cardholders can earn bonus YES Rewardz on achieving spending milestones. Users get a Buy 1 Get 1 movie ticket offer once every month on District. The card also provides complimentary domestic lounge access every quarter. A low forex markup fee of 2.75% makes the card suitable for international spends.","[""This card comes at an affordable fee of ₹799 + GST, which feels quite reasonable considering the range of features and benefits it offers.""]","[""The card does not offer complimentary international lounge access, which may disappoint frequent international travelers.""]",,cardinsider.com,https://cardinsider.com/yes-bank/yes-essence-credit-card/
YES First Preferred Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Rs. 999 + GST,Rs. 999 + GST,The renewal fee can be waived off on a spend of more than 4 lakhs in the last year.,,Reward Points,"1 Reward Point = Re. 0.25 for redemption against hotel/flight bookings, and 1 Reward Point = Re. 0.10 for redemption against gift vouchers, product catalogue, etc.",,,"{""domestic"": ""2 Free Domestic Lounge Access Every Quarter (8 Each Year)"", ""international"": ""You get 4 complimentary international lounge access every year through the Priority Pass.""}",The following table summarizes the eligibility criteria for the YES First Preferred Credit Card:,3.99% Per Month (47.88% Per Annum),2%,"1% on Fuel Transactions Between ₹500 and ₹5,000 | 2.5% Or ₹650 (Whichever is Higher) | ₹100 + GST","2 complimentary access to domestic lounges every quarter and 4 complimentary access to international lounges in a year. 4 reward points per Rs. 200 spent on Select categories: utilities, groceries, tax payments, insurance sales, etc. 8 reward points per Rs. 200 you spend on every other retail purchase. 16 reward points per Rs. 200 spent on travel and dining spends Foreign markup fee of 2% The renewal fee can be waived off if you spend over Rs. 4 lakhs in the preceding year.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-first-preferred-credit-card/
YES Elite+ Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",Rs. 999 + GST,Rs. 999 + GST,"Joining Fee Waiver – Spend ₹20,000 within 30 Days of Card Issuance. Annual Fee Waiver on Spends of ₹2 Lakh or More",,Reward Points,RPs Earned Are Redeemable Through Yes Rewardz (1 RP = Re. 0.25 Against Hotel/Flight Bookings),,,"{""domestic"": ""2 complimentary lounge access per quarter."", ""international"": ""3 Free Visits in a Year""}","When applying for the Yes ELITE+ Credit Card, certain criteria need to be fulfilled by the applicant to be eligible for the card. The details of the same has been mentioned below: To be eligible for the YES ELITE Credit Card, the applicant should be between 21 years & 60 years of age. Applicants can be either self-employed or salaried. The applicant’s income should be a minimum of ₹1 lakhs per month or an Income Tax Return of 9 lakhs or more.",3.99% Per Month (47.88% Annually),2.75% on all foreign currency transactions.,"1% fuel surcharge waiver on fuel transactions between Rs. 400 and Rs. 5,000. | 2.5% or ₹500 (Whichever is Higher) | ₹100 + GST","Get 4 RPs per ₹200 spent on utilities, government services, insurance, education, and rental payments. Get 12 Reward Points per ₹200 spent online. Avail of a discount of 25% on movie tickets through BookMyShow. 3 Complimentary international lounge access per year. 2 complimentary domestic lounge access per quarter. 1 complimentary golf lesson each month. Get your joining & annual fee waived on meeting the spending targets. Low foreign currency markup fee of 2.75%.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-premia-credit-card/
Yes Private/Private Prime Credit Card,Yes Bank,Yes Bank,Mastercard,"[""Best Credit Cards with Concierge Services"", ""Best Low Interest Credit Cards 2026"", ""Yes Bank"", ""Yes Bank Credit Cards""]","Rs. 50,000 + GST for Yes Private and Rs. 20,000 + GST for Yes Prime","Rs. 10,000 + GST","Renewal fee waived off on spends of Rs. 25,00,000 (for Yes Private Credit Card) or Rs. 20,00,000 (for Yes Private Prime Credit Card) in the preceding year",,Reward Points,Reward Points can be redeemed on the YesRewardz portal for flight/hotel/movie ticket bookings and against products and vouchers in the bank’s catalogue. (1 Reward Point = Rs. 0.25),,"On achieving the milestone of minimum expenditure of Rs. 10 lakh within the first 90 days of card issuance, you will get 10,000 Reward Points with Yes Private Credit Card.","{""domestic"": ""Unlimited domestic lounge access with MasterCard Lounge Program for primary and add-on cardmembers (guest visits limited to 12 per year)"", ""international"": ""Unlimited international lounge access to primary and add-on cardmembers with Lounge Key (guest visits limited to 12 per year)""}","Both Yes Private and Private Prime Credit Cards are invite-only. To be eligible for Yes Private Credit Cards, you need to fulfill the following conditions: Total Relationship Value of Rs. 5 crores. Minimum liability relationship value of 3 crores (CASA AMB Plus FD).","1.2% per month (14.4% annually) for Yes Bank savings/salary account holders, 1.75% per month (or 21% annually) for others.",0.50%,"The convenience fee on transactions (between Rs. 400 and Rs. 5,000) is waived at all refill stations across India (the maximum waived amount is capped at Rs. 1,000 per month). | Nil | Nil","Welcome gift of 25,000 Reward Points on the first transaction on Yes Private Credit Card. Milestone benefit of 10,000 Reward Points on total spends of Rs. 10 lakh in the first 90 days of card issuance. 40 Reward Points per Rs. 200 on international spends. 20 Reward Points per Rs. 200 on domestic spends. A lower interest rate of 1.2% p.m (for Yes Bank account holders) and 1.75% for others. Lower mark-up fee of 0.50% on all foreign currency transactions. Unlimited domestic lounge visits for primary and add-on cardholders (10 complimentary guest visits per year). Complimentary Lounge Key membership is available for both primary and add-on card members. Many other travel benefits include a cruise program, car rentals, vacation packages, Oberoi gift vouchers, etc. Air travel-related insurance benefits, including accidental death coverage, are worth Rs. 5 crores. Credit Shield cover worth Rs. 15 lakh in case of accidental death of the primary cardholder. Golf benefits include 12 rounds of complimentary green fees for a year (maximum of 3 rounds per calendar quarter). 12 complimentary golf lessons every year with a max cap of 3 lessons per calendar quarter. Complimentary wellness and medical benefits. Fuel surcharge waived off at all fuel stations across India for transactions between Rs. 500 and Rs. 4,000.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-private-credit-card/
YES Prosperity Cashback Plus Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]","Rs. 1,499 + GST","Rs. 1,499 + GST",N/A,,,N/A,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The basic eligibility criteria that need to be fulfilled by the applicants in order to get approved for the Prosperity Cashback Plus Credit Card are as follows. However, other than this, the bank might have some internal criteria as well. The age of the applicant should be between 21 years & 60 years. You should be either salaried or self-employed to be eligible for this card. Minimum monthly salary of Rs. 35,000 (for salaried individuals) or an Income Tax return of Rs. 5 lakhs or more (for self-employed people).",3.5% per month,3.4% on all foreign currency spends,"1% fuel surcharge is waived off for all transactions between Rs. 400 & Rs. 5,000. | 2.5% of the withdrawn amount or Rs. 300 (whichever is higher). | Rs. 100 on every redemption request","You get a 0.75% cashback on all retail spending. Get a 5% cashback on all your spending on groceries and movie ticket bookings. Get a 5% cashback on utility bill payments through YES PayNow. Get Rs. 250 cashback on spending Rs. 2500 within the first 30 days.Exciting offers on travel, shopping, dining, wellness, etc through Yes Privileges.","[""Joining Fee Rs. 1,499 + GST"", ""Annual Fee Rs. 1,499 + GST"", ""Best Suited For Shopping"", ""Reward Type""]",[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-prosperity-cashback-plus-credit-card/
YES Select Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",₹599 + GST,₹599 + GST,"Joining fee waiver on spending ₹10,000 or more within 30 days after receiving the card, and the renewal fee is waived off on a spend of ₹1 lakh or more in the previous year.",,Reward Points,"Reward Points redeemable for movie ticket bookings on YES Rewardz portal at a rate of 1 Reward Point = Re. 0.25 for redemption against hotel/flight bookings, and 1 Reward Point = Re. 0.10 for redemption against gift vouchers, product catalogue, etc.",,,"{""domestic"": ""1 Free Visit Each Quarter"", ""international"": ""N/A""}",,3.99% Per Month,2.75% on all foreign currency spends,"1% fuel surcharge waiver at all the fuel stations in India for all the transactions between Rs. 400 and Rs. 5,000. | 3.5% of the amount withdrawn | ₹100 + GST","8 Reward Points on every ₹200 spent online. 2 Reward Points on every ₹200 spent on other categories, such as insurance. The joining fee is waived for retail spend of over ₹10,000 within 30 days of receiving the card. The renewal fee is waived on spending over ₹1 lakh on retail purchases in the previous year.",[],[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-prosperity-edge-credit-card/
YES Prosperity Rewards Credit Card,Yes Bank,Yes Bank,,"[""Yes Bank"", ""Yes Bank Credit Cards""]",₹499 + GST,₹499 + GST,"Joining Fee Waiver on Spend of ₹10,000 Within the First 30 Days of Card Issuance. On Annual Spends of ₹1 Lakh, Get the Annual Fee Waiver",,,Redeem Your Reward Points at YESREWARDZ,,"With the YES BANK Prosperity reward credit card, you can earn 10,000 reward points on annual spending of ₹1,80,000 or more in the anniversary year.","{""domestic"": ""NA"", ""international"": ""NA""}",,3.8% per month,3.40%,1% surcharge waiver on fuel transactions across all fuel stations for transactions between Rs 400 to Rs 5000 | 2.5% of the transaction amount subject to a minimum charge of Rs 300. | ₹100,Annual fee of ₹499 plus applicable taxes 2 Reward Points for every ₹200 spent on all categories other than select categories 1 Reward Point for every ₹200 on Select categories 4 Reward Points for every ₹200 spent on dining and travel Annual fee waiver on annual spending of ₹1 lakh 1% surcharge waiver on fuel transactions across all fuel stations,"[""Joining Fee ₹499 + GST"", ""Annual Fee ₹499 + GST"", ""Best Suited For Shopping"", ""Reward Type""]",[],,cardinsider.com,https://cardinsider.com/yes-bank/yes-prosperity-rewards-credit-card/
