card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
RBL Bank Monthly Treats Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Monthly fee of Rs. 50 + GST,Rs 50 + GST (per month),"A spend-based waiver on the monthly fee of Rs. 50 on annual spending of Rs. 3,000 or more.",,Reward Points,"Reward points can be redeemed at rblrewards for exciting rewards and offer on your air travels, hotel bookings, and much more. 1 RP = Re. 0.25.",,"On spending Rs 3,000 in a calendar month, you also get a 10% cashback of upto Rs. 100 on your grocery spends for the rest of the month. On spending a total of Rs 5,000 in a calendar month, you get a 10% cashback upto Rs. 100 per month on Swiggy, BookMyShow , utility bill payments via the RBL MyCard app. The maximum cashback is capped at Rs. 100 for each category.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month  (47.88% per annum),3.5% on the conversion amount,"1% fuel surcharge waiver on transactions between Rs. 500 to Rs. 4,000 | 2.5% on withdrawal amount subject to a minimum charge of Rs. 300 | Rs. 99 per redemption request.","2 reward points on every Rs 100. spent on online purchases. 1 reward point on every Rs. 100 spent on offline purchases 10% cashback on groceries every month after achieving a spend of Rs. 3,000 in a month. 10% cashback on BookMyShow, Bill payments, and Swiggy on spending Rs. 5,000 or more in a month. Spend-based waiver of monthly membership fee. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-monthly-treats-credit-card/
RBL Bank Novio Credit Card,RBL Bank,Best RBL Bank,RuPay,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹500 + GST,₹500 + GST,N/A,,Reward Points,N/A,,"The card has milestone offers for customers where cardholders earn a bonus of 1,000 Reward Points upon spending ₹1.5 lakhs in a year and a bonus of 2,000 Reward Points upon spending ₹3 lakhs in the whole year.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month (47.88% annually),3.50%,"1% or ₹10, whichever is higher | 2.5% of the Cash Amount (min. ₹500) | ₹99 + GST","RBL Bank Novio Credit Card is Credilio’s co-branded credit card with RBL. ₹500 + GST, making it a budget-friendly option for everyday spending. It supports UPI and is available on the RuPay Select network for added ease of use. 2 Reward Points for every ₹100 spent online and 1 Reward Point for every ₹100 spent offline.","[""2x the rewards on online spending"", ""Annual Milestone Benefits for bonus points""]","[""No additional Lifestyle Perks or Discounts""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-novio-credit-card/
RBL Bank Platinum Maxima Plus Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","Rs. 2,500 + GST","Rs. 2,500 + GST",NA,,Reward Points,Can be Redeemed at RBL Rewards. 1 RP = Re. 0.25.,,"You get 10,000 bonus Reward Points on spending Rs. 2 lakhs or more in a year. Get 10,000 Reward Points as a bonus for spending Rs. 3.5 lakhs in a year. You get an additional 10,000 Reward Points as a bonus for spending Rs. 5 lakhs in a year.","{""domestic"": ""2 Complimentary Domestic Lounge Access Each Quarter on Spends of ₹35,000 or More in the Previous Quarter"", ""international"": null}",,3.99% Per Month (47.88% Per Annum),Up to 3.5% on all foreign currency transactions,You get 1% fuel surcharge waiver at all fuel stations across the country. | 2.5% or a Minimum of ₹500 | Rs. 99 + GST,"Welcome bonus of 10,000 Reward Points. Get 2 Reward Points per Rs. 100 spent on all your purchases. Get 5x Reward Points on selected categories. Buy 1 Get 1 Free offer on movie tickets on BookMyShow. Complimentary domestic lounge access every quarter. Up to 20,000 bonus reward points every year under the milestone benefits. Get a 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-platinum-maxima-card/
RBL Bank Popcorn Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","Rs. 1,000 + GST","Rs. 1,000 + GST",N/A,,Movie Tickets,The welcome/monthly offer can be redeemed by booking movie tickets through Bookmyshow and redeem weekly cashback by scanning the QR code at the back of the card.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",Following are the eligibility criteria that is required to be fulfilled to be eligible for the RBL Popcorn card:,Up to 3.99% per month,Up to 3.5% on all foreign currency spends,"1% fuel surcharge or subject to a minimum of Rs. 10 on all transactions between Rs. 500 and Rs. 4,000 (Maximum benefit of Rs. 100 in a month). | 2.5% of the amount withdrawn or Rs. 300 (whichever is higher) | Rs. 99 + GST","4 complimentary movie tickets up to Rs. 1000 on Bookmyshow as a welcome gift. Get 2 free movie tickets every month on spending over Rs. 5,000 in a billing month. Assured weekly cashback of Rs. 25 on spending if you spend Rs. 2,500 in a week. 1% waiver on fuel surcharge applicable on fuel transactions.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-popcorn-credit-card/
RBL Bank QuickPay Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹99 + GST,₹99 + GST,N/A,,Reward Points,₹99 + GST,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,Up to 3.99% per Month (47.88% per Annum),3.50%,1% | 2.5% or ₹500 Whichever is Lower | Redeem Rewards at RBL Rewards. 1 RP = ₹0.25.,"A low-entry-level credit card by RBL Bank, ideal for beginners or those looking to build their credit profile while earning basic reward points on regular spending.","[""Low joining fee of ₹99 + GST"", ""20% UPI cashback welcome offer for new users"", ""Simple rewards structure: 1 RP for every ₹200 spent""]","[""No added benefits such as lounge access, dining, travel, or insurance perks""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-quickpay-credit-card/
RBL Bank SalarySe UP Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹499 + GST,₹499 + GST,Renewal fee is waived if the cardholder spends ₹2 Lakh or more in the previous year.,,Reward Points,Redeem RP through RBL Rewards Portal; 1 RP = ₹0.10,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month or 47.88% per annum,3.50%,N/A | 2.5% of the cash amount withdrawal (min. ₹500) | ₹99 + GST,"You can earn up to 2,500 Reward Points after your first transaction and additional points for spending ₹30,000 in the first three months. Link your National Common Mobility Card (NCMC) to use your credit limit for metro and bus travel.","[""Easily link the card to UPI for quick payments."", ""Spend ₹2 lakh or more in a year to get the renewal fee waived.""]","[""There are no benefits on dining, entertainment, travel, etc."", ""The forex markup fee is relatively high.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-salaryse-up-credit-card/
RBL Bank ShopRite Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Lifetime Free,Lifetime Free,N/A,,Reward Points,Redeem Rewards at RBL Rewards. 1 RP = ₹0.25.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,Up to 3.99% per month,3.50%,"1% fuel surcharge waiver on transactions between Rs. 400 and Rs. 5,000. | 2.5% of the Cash Withdrawn or ₹500 (Whichever is Higher) | ₹99 + GST","2,000 bonus Reward Points as a Welcome Benefit. This is a lifetime free credit card. For every ₹100 spent on retail purchases, you will 1 Reward Point. For every ₹100 spent on groceries, you will get 20 Reward Points. 10% discount on movies through Bookmyshow. Fuel surcharge waiver of 1%.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-shoprite-credit-card/
RBL Bank Titanium Delight Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Rs. 750 + GST,Rs. 750 + GST,The renewal fee is waived off on spending Rs. 1 lakh or more in the previous year.,,Reward Points,"Redeem your reward points on payment of utility bills, phone recharge, hotel, and flight bookings, etc. 1 Reward Point = Re. 0.25.",,"You can earn 4,000 bonus Reward Points every year if you achieve an annual spend of Rs. 1.2 lakhs in an anniversary year.","{""domestic"": ""N/A"", ""international"": ""N/A""}",An applicant needs to fulfill the eligibility criteria in order to be eligible to apply for this credit card. The eligibility criteria is as follows: The applicant should be a minimum of 21 years of age. This credit card is issued either to salaried or self-employed individuals. The applicant should possess a decent credit score.,3.5% per month.,3.50% on all foreign currency spends.,"1% fuel surcharge waiver for all fuel transactions between Rs. 500 & Rs. 4,000. | 2.5% of the withdrawn amount or Rs. 500 (whichever is higher) | Rs. 99 + GST","Up to 3,000 reward points in the form of welcome benefits. For every Rs. 100 spent, you will get 1 Reward Point. 5% value back on grocery purchases on Wednesdays. Buy 1 Get 1 Free offer on BookMyShow on Wednesdays. Up to 4,000 bonus reward points per year. 10% value back on dominos/Pizza Hut on Wednesdays. The annual fee will be waived on the basis of the amount spent using this credit card. 1% surcharge waiver on fuel transactions.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-titanium-delight-card/
RBL Lumière Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards"", ""Top 10 Super Premium Credit Cards in India""]","₹50,000 + GST","₹50,000 + GST",Annual Charges Waived on Maintaining a TRV of ₹2 Crore+,,Reward Points,"1 Reward Point = ₹1, Redeemable on Flights, Hotels, Miles Transfer, Experiences, Events, Gift Cards, Merchandise, and More",,,"{""domestic"": ""Unlimited Complimentary Domestic Lounge Access for Primary Cardholder and Accompanied Guests in a Calendar Year"", ""international"": ""Unlimited Complimentary International Lounge Access for Primary Cardholder and 10 Complimentary Visits for Accompanied Guests per Calendar Year""}",,3.4% Per Month or 40.8% Per Annum,Zero,"1% Fuel Surcharge Waiver on Fuel Transactions Between ₹500 and ₹10,000 | 2.5% Cash Withdrawal Charges (Minimum ₹500 per Transaction) | Nil","₹30,000 Taj Experiences or Marriott e-gift voucher as welcome benefit Unlimited domestic and international airport lounge access Zero forex markup on international transactions Up to 5X Reward Points on spending Unlimited golf rounds and 12 golf lessons every year Annual fee waiver on maintaining a TRV of ₹2 Crore+","[""Those maintaining a high Total Relationship Value (TRV) with RBL Bank can enjoy the card’s premium benefits without paying the annual fee."", ""The Green Legacy Initiative is a thoughtful addition and promotes environmental sustainability through card spends.""]","[""The regular reward rate could have been better, considering the high annual fee of the card."", ""The list of airline and hotel transfer partners is currently quite limited.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-lumiere-credit-card/
RBL Platinum Delight Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","Rs. 1,000 + GST","Rs. 1,000 + GST",The renewal fee is waived if you spend Rs. 2 lakh or more in a year.,,Reward Points,The reward points you earn through your RBL Platinum Delight credit card can be redeemed easily at rblrewards. 1 RP = Rs. 0.25.,,"You get 1,000 bonus points every month on swiping your card 5 times for transactions worth Rs. 1,000 each month. The offer is not applicable on fuel transactions made using your credit card in a calendar month. The information will be communicated within 30 days of crossing the threshold transaction limit of a calendar month.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,Up to 3.99% per month,Up to 3.5% on all foreign currency spends,"1% fuel surcharge waiver on all transactions between Rs. 500 and Rs. 4,000. | 2.5% of the amount withdrawn or Rs. 500 (whichever is higher) | Rs. 99 + GST","A welcome gift of 4,000 Reward Points. 2 Reward Points on every Rs. 100 spent on weekdays. 2x Reward Points on weekends. Spend-based monthly bonus Reward Points. 1% fuel surcharge waiver. Spend-based annual fee waiver.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-platinum-delight-credit-card/
RBL Signature Banking Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Waived for Signature Customers,"₹2,500 + GST (Waived for Signature Customers)",N/A,,Cashback,Cashback will be Credited in RBL Bank Savings Account,,"Within the membership year, the cardholder will earn ₹2,000 cashback on making an eligible purchase of  ₹4,00,000. The cardholder can earn an additional cashback of ₹4,000 on making an eligible purchase of  ₹6,00,000 in the membership year.","{""domestic"": ""2 Complimentary Lounge Access Each Quarter"", ""international"": ""2 Complimentary Lounge Access Each Year""}",,3.99% Per Month (47.88% Per Annum),N/A,"N/A | 2.5% of the Withdrawal Amount, Subject to a Minimum Charge of ₹500 | ₹99 + GST","This card is explicitly tailored for Signature Banking customers. Cardholders can get unlimited 4% cashback when spending on categories like flights, hotels, and shopping. Get 1% cashback on all eligible purchases up to ₹1,500 per billing month. Cardholders can earn ₹2,000 cashback on making an eligible purchase of ₹4 lakh within the membership year. Cardholders can also earn an additional cashback of ₹4,000 on making an eligible purchase of  ₹6 lakh within the membership year. The card also offers complimentary airport lounge access within and outside India.","[""The annual fee, which is ₹2,500 + GST, is waived for Signature Banking customers."", ""Milestone benefits include ₹2,000 cashback for spending ₹4 lakh in a membership year, and ₹4,000 additional cashback for spending ₹6 lakh in the membership year.""]","[""To redeem cashback, the user has to pay a fee of ₹99 + GST, and the cashback will be reflected in the user’s savings account on the monthly statement. But if the user does not redeem the cashback within 3 months of its accumulation, it will expire and cannot be redeemed.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-signature-banking-credit-card/
RBL World Prime Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹2,999 + GST","₹2,999 + GST",N/A,,Reward Points,1 RP = ₹0.25,,"If you spend ₹1.5 lakh in a year, you’ll receive 10,000 Reward Points. If your annual spending exceeds ₹3.5 lakh, you earn an additional 10,000 Reward Points.","{""domestic"": ""2 complimentary visits to domestic airport lounges"", ""international"": ""N/A""}",,3.99% monthly or 47.88% annually,3.50%,"1% waiver on fuel transactions up to ₹150 between ₹500 and ₹4,000 | 2.5% or ₹500 | ₹99 + GST","Get 12,000 Reward Points after spending ₹2,000 within the first 30 days. Enjoy a BOGO movie ticket offer via BookMyShow. Access to domestic airport lounges with up to 2 complimentary visits each quarter. The card has a spending milestone benefit where spending ₹1.5 lakh in a year earns you 10,000 additional Reward Points. Spend over ₹3.5 lakh annually to earn an extra 10,000 Reward Points. A 1% fuel surcharge waiver on fuel transactions.","[""Offers concierge services where cardholders have access to personalized assistance for bookings, dining, and other needs."", ""No minimum spending requirement to qualify for rewards.""]","[""No international lounge access or travel insurance."", ""Certain transactions, like education or utility bills, do not earn Reward Points.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-world-prime-credit-card/
RBL World Safari Credit Card,RBL Bank,Best RBL Bank,Mastercard,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹3,000 + GST","₹3,000 + GST",Nil,,Reward Points,"Travel Points Can Be Redeemed for Various Products, Vouchers, and More. 1 Travel Point = ₹0.25","As a welcome benefit, the RBL World Safari credit card offers you a MakeMyTrip voucher worth ₹3,000. This voucher is provided to the cardholder through SMS or e-mail on the registered email or phone number after payment of the membership fee. The card must be used at least once within 30 days of card issuance to avail of this offer.",,"{""domestic"": ""2 Complimentary Lounge Access Each Quarter (8 Each Year) on Spends of ₹35,000 or More in the Previous Quarter"", ""international"": ""Two Free Visits Each Calendar Year""}","The eligibility requirements for the RBL Bank World Safari Credit Card may differ depending on different factors, and these are as follows: The applicant’s age should be above 21 years. The applicant should have a stable source of income, i.e, the applicant should either be salaried or self-employed. The applicant should have a decent credit score.",3.99% per month (47.88% per annum),Nil,A 1% fuel surcharge waiver at all fuel stations across India | 2.5% of the withdrawal amount subject to a minimum charge of Rs. 500 | ₹99 + GST,"Welcome gift voucher worth Rs. 3,000 from MakeMyTrip Up to 5 travel points on every spend of Rs. 100. Up to 25,000 bonus travel points every year on achieving the milestone spend. Additional Taj Experience Gift Card worth Rs. 10,000 on annual spending of Rs. 7.5 lacs. Complimentary domestic and international lounge access. Complimentary membership to the Priority Pass program. Complimentary access to golf sessions at selected golf courses across the country. No foreign currency markup fee. 1% fuel surcharge waiver.","[""The World Safari Credit Card offers Zero Forex Markup charges, making it perfect for usage abroad.""]","[""Although this card has zero Forex markup charges, it does not offer any reward points for international spends, making it more of a Forex card than a premium credit card for international transactions.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-world-safari-credit-card/
RBL World Safari Lite Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹1,000 + GST","₹1,000 + GST",N/A,,Reward Points,1 RP = ₹0.25 for Flight and Hotel Bookings,,"The World Safari Lite Credit Card also offers rewards on achieving milestone spending, allowing cardholders with higher spends to earn additional benefits.","{""domestic"": ""One Free Visit Each Quarter (Spend-Based)"", ""international"": ""One Free Visit Each Quarter (Spend-Based)""}",,3.99% Per Month (47.88% Per Annum),Zero,1% Fuel Surcharge | 2.5% of the Amount Withdrawn (Minimum ₹500) | ₹99 + GST,The RBL World Safari Lite Credit Card is a travel-focused credit card. It offers accelerated reward points on flight and hotel bookings made through the RBL Rewards Portal. Cardholders are eligible for both domestic and international airport lounge access. One of the key benefits of this card is zero foreign exchange charges on international spends.,"[""The World Safari Lite Credit Card comes with zero forex charges and an annual fee of ₹1,000 + GST. This makes it an attractive option, as cardholders can conveniently use it for international spending while enjoying the benefits of a credit card."", ""Those who prefer booking through the RBL Rewards Portal can earn 5 reward points per ₹100 on flight and hotel bookings.""]","[""Complimentary domestic and international lounge visits require ₹50,000 spend in the previous quarter, which may be restrictive for some users."", ""Reward Points offer good value mainly for flight and hotel bookings, while other redemption options provide relatively low value.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-world-safari-lite-credit-card/
TVS Credit RBL Bank Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹500 + GST,₹500 + GST,N/A,,Reward Points,All the RP can be redeemed for vouchers and gift cards on RBL Rewards Portal; 1 RP = ₹0.25,,"The TVS Credit RBL Bank Credit Card also offers milestone benefits. Users will earn a bonus of 2,000 Reward Points on spending ₹1.5 lakhs annually. The Reward Points earned can be redeemed for vouchers, products, and gift cards through the RBL Rewards Portal. The value of 1 Reward Point = ₹0.25. One should remember that purchases made on fuel & auto, utilities, insurance, railways, rental, education, wallets, government services, cash, miscellaneous, Bills2Pay, and EMI conversion of retail transactions are not valid in the milestone benefits program.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month or 47.88% per annum,3.50%,"1% waiver up to ₹100 on transactions between ₹400 to ₹5,000 | 2.5% of the cash amount or a minimum of ₹500 | ₹99 + GST","Buy-one-get-one-free offer on movie tickets via BookMyShow. NCMC features quick payments at metro stations and bus terminals. This card can be easily linked with UPI for easy transactions. Milestone benefits worth 2,000 Reward Points are included with this card.","[""Access to railway lounges with complimentary buffet meals and other amenities."", ""Fuel surcharge waiver for regular fuel spenders.""]","[""There is no lounge access benefit for air travel."", ""Insurance benefits and dining deals are not included with this card.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/tvs-credit-rbl-bank-credit-card/
TVS Credit RBL Bank Gold Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹1,500 + GST","₹1,500 + GST",N/A,,Reward Points,All the RP can be redeemed for vouchers and gift cards on the RBL Rewards Portal; 1 RP = ₹0.25,,,"{""domestic"": ""1 complimentary domestic airport lounge access every quarter"", ""international"": ""1 complimentary international airport lounge access every quarter""}",,3.99% per month or 47.88% per annum,3.50%,"1% waiver up to ₹100 on transactions between ₹400 to ₹5,000 | 2.5% of the cash amount or a minimum of ₹500 | ₹99 + GST","Complimentary lounge access per quarter for domestic and international lounges. This card offers NCMC benefits along with easy payments through UPI linking. Milestone benefits are also included with this card, along with a fuel surcharge waiver.","[""Get 6,000 Reward Points as a welcome benefit on your first transaction within 30 days of getting the card."", ""Receive up to ₹250 cashback on restaurant bills through EazyDiner.""]","[""No specific travel rewards or insurance benefits are offered."", ""The average purchases every quarter are very high for lounge access.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/tvs-credit-rbl-bank-gold-credit-card/
Zomato Edition Classic Credit Card,RBL Bank,Best RBL Bank,Mastercard,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Rs. 500 + GST,Rs. 500 + GST,N/A,,Reward Points,Edition Cash is redeemable for food purchases on Zomato or against the statement balance. 1 Edition Cash = Re. 1.,,"You get 2,000 Edition Cash on spending Rs. 2,00,000 in an anniversary year (the anniversary year is the year starting from the date of issuance/renewal of the card).","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month (or 47.88% annually),Up to 3.5% (plus applicable taxes),"1% fuel surcharge levied on all fuel purchases, subject to a minimum charge of Rs. 10 (fuel surcharge waived for select cardholders for transactions between Rs. 500 & Rs. 4,000) | 2.5% of the withdrawn amount (minimum charge of Rs. 500) | Nil","500 Edition Cash as a welcome benefit. Complimentary Annual Zomato Pro membership which renews every time your card membership is renewed. Reward Points as Edition Cash redeemable on Zomato app/website or against the card’s statement balance. 5 Edition Cash per Rs. 100 spent on Zomato app/website and Blinkit. 1 Edition Cash on all other spends of Rs. 100. 2,000 bonus Edition Cash annually on achieving the milestone spend.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/zomato-edition-classic-credit-card/
Aditya Birla SBI Card SELECT,SBI Card,Best SBI,Visa,"[""Best SBI"", ""Best SBI Credit Cards""]","Rs. 1,499 + GST","Rs. 1,499 + GST",N/A,,Reward Points,"Reward Points can be redeemed for gift vouchers on SBI card website or SBI mobile app or for against card’s outstanding balance, 1 RP = Rs. 0.25",,"Earn 3,000 RPs if you spend Rs. 1.5 Lakh or more in each anniversary year. Get additional 3,000 reward points if you spend 3 lakh or more in a year.","{""domestic"": ""4 complimentary access to Domestic Airport Lounges"", ""international"": ""N/A""}",,3.5% per month (42% per annum),3.5% on the conversion amount,1% surcharge waiver on fuel transactions at all fuel stations across India | 2.5% on the transaction amount subject to a minimum charge of Rs 500 | Rs 99 per redemption request,"6000 Rewards Points on card activation. 20X Reward Points for every Rs 100 you spent on Aditya Birla Stores. 10X Reward Points for every Rs. 100 you spend on Entertainment, Dining, and Hotels. 2X Reward Points per Rs. 200 spent on other categories. 1% fuel surcharge waiver. 4 complimentary Domestic Airport Lounges access. 3000 Rewards Points on spending Rs 1.5 Lakh. Additional 3000 Rewards Points on spending Rs 3 Lakh.",[],[],,cardinsider.com,https://cardinsider.com/sbi-card/aditya-birla-sbi-card-select/
Aditya Birla SBI Credit Card,SBI Card,Best SBI,,"[""Best SBI"", ""Best SBI Credit Cards""]",Rs. 499 + GST,"of Rs. 499 which is much lower than the SELECT card. The Aditya Birla SBI Card great offers reward points for every transaction done at Aditya Birla Stores, also across Dining, Entertainment, Hotels, and much more. The card also offers many other benefits like milestones benefits where you can get up to 4,000 reward points based on your spending. Also, the card welcomes you with 2,000 Reward Points. To know more about the card, keep reading the following review on the card: Aditya Birla SBI Credit Card ( 4.1 / 5 ) Discontinued",N/A,,Reward Points,"You can redeem the RP’s on sbicard.com or can be used for paying outstanding balance of the credit card, 1 Reward Point = Rs. 0.25",,"On achieving spends of Rs. 1 Lakh or more in an annual year, you will get 2,000 Reward Points. Additional 2,000 Reward Points will be credited to your account if the spends exceed Rs. 1.5 Lakhs in a year.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.5% per month (42% per annum),3.5% on the conversion amount,1% surcharge waiver on fuel transactions at all fuel stations across India | 2.5% on the transaction amount subject to a minimum charge of Rs 500 | Rs. 99 per redemption request,"As a welcome benefit, you will get 2,000 bonus Rewards Points. On every Rs. 100 spent on Aditya Birla Stores, you will get 10 Reward Points. 5 Reward Points per Rs. 100 spent on Dining, Entertainment and Hotels. For every Rs. 100 spent on other categories, you will get 1 Reward Point. Surcharge waiver of 1% on all fuel stations in India. 2000 Rewards Points on Annual Spends of Rs 1 Lakh. Additional 2000 Rewards Points on Annual Spends of Rs 1.5 Lakh.",[],[],,cardinsider.com,https://cardinsider.com/sbi-card/aditya-birla-sbi-credit-card/
Air India SBI Platinum Credit Card,SBI Card,Best SBI,,"[""Best SBI"", ""Best SBI Credit Cards""]","Rs. 1,499 + GST","Rs. 1,499 + GST",N/A,,Air Miles,Reward points are convertible into Air India Air Miles. 1 RP = 1 AirMile,,You earn bonus Maharaja Points on reaching the specified spend milestones-,"{""domestic"": ""8 Free Visits Each Year (Maximum 2 Per Quarter)"", ""international"": ""N/A""}",,3.75% Per Month (45% Per Annum),3.5% + GST,"1% fuel surcharge waiver at fuel stations all over India on transactions between Rs. 500 and Rs. 4,000 (capped at Rs. 250). | 2.5% or ₹500 Whichever is Higher | Nil","5,000 Maharaja Points on paying the joining fee as a welcome benefit. 2,000 Maharaja Points as an anniversary gift every year the card membership is renewed. Up to 15,000 bonus RPs every year on reaching the stipulated spend milestones. 5 Maharaja Points per ₹100 on Air India ticket bookings. Get 2 Maharaja Points for every ₹100 spent. 2 complimentary access to domestic airport lounges every quarter. Complimentary lost card liability protection that is worth ₹1 lakh. 1% waiver on fuel surcharge applicable on transactions between ₹500 and ₹4,000 (capped at ₹250).","[""This card is most suited for those who often travel with Air India.""]","[""There are no dining or movie benefits offered with this card.""]",,cardinsider.com,https://cardinsider.com/sbi-card/air-india-sbi-platinum-credit-card/
Air India SBI Signature Credit Card,SBI Card,Best SBI,Visa,"[""Best SBI"", ""Best SBI Credit Cards""]","Rs. 4,999 + GST","Rs. 4,999 + GST",N/A,,Air Miles,The reward points that the cardholders earn can be converted into Air India Air Miles. 1 Reward point = 1 AirMile,,"You get 5,000 bonus Maharaja Points every year as an anniversary gift. Up to 1 lakh bonus Maharaja Points every year on achieving the stipulated spending milestones as under-","{""domestic"": ""Complimentary visits to domestic lounges, up to 8 times a year."", ""international"": ""N/A""}",,3.75% Per Month (45% Annually),3.5% of the amount transacted,"Fuel surcharge waiver of 1% on fuel transactions between Rs. 500 and Rs. 4,000. | 2.5% or Rs. 500 (whichever is higher) | ₹99 + GST","You will get a welcome benefit of 20,000 Reward Points once you have paid the joining fee for the credit card. Complimentary membership of the Air India Frequent Flyer program- Flying Returns. Anniversary gift of 5,000 Reward points every year Up to 1,00,000 bonus reward points annually on achieving the pre-defined spends. For every Rs. 100 spent on retail purchases, you will get 4 reward points. 10 reward points for every Rs. 100 spent on booking Air India tickets. Complimentary Priority Pass membership (lounge visits chargeable). Complimentary access to domestic airport lounges through the Visa lounge access program.",[],[],,cardinsider.com,https://cardinsider.com/sbi-card/air-india-sbi-signature-credit-card/
Apollo SBI Credit Card,SBI Card,Best SBI,,"[""Best SBI"", ""Best SBI Credit Cards""]",Rs. 499 + GST,Rs. 499 + GST,Waiver of renewal fee on the spending of Rs. 1 Lakh or more in the previous year.,,Reward Points,They can only be redeemed to avail services at Apollo Healthcare Centers and related stores.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Only Indian residents can apply for this card. Both salaried and self-employed individuals, above the age of 18 years can apply for this credit card. The add-on cardholder should at least be 18 years of age to get this card. The cardholder should have a stable source of income. The cardholder must have a good credit score to be eligible for this credit card.",3.5% per month (or 42% annually),3.5% on all international transactions,"1% at all fuel stations in India. Surcharge amount is capped at Rs. 100 in a month. | 2.5% of the amount or Rs. 500, higher of the two | Rs. 99","3x Reward Points while spending on Apollo services. 2x Reward Points while spending on movies, dining, and entertainment. 10% Instant Discount at Select Apollo Services. Complimentary Apollo Gold Tier Membership. 1% fuel surcharge waiver at all fuel stations.",[],[],,cardinsider.com,https://cardinsider.com/sbi-card/apollo-sbi-credit-card/
