card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
IDFC FIRST WOW! Black Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,RuPay,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",₹750 + GST,₹750 + GST,Annual Charges Waived on Spends of ₹1.5 Lakhs,,Reward Points,"1 RP = ₹0.50 for Travel Bookings, ₹0.25 Everywhere Else",,,"{""domestic"": ""4 Free Visits Each Year, Max One Every Quarter. Unlock by Spending ₹20,000 in the Previous Month"", ""international"": ""N/A""}",,Monthly Rate – 3.99% | Annual Rate – 47.88%,0%,"1% Fuel Surcharge Waiver on Fuel Transactions Between ₹200 and ₹5,000 | 0% for Up to 45 Days | Rs. 99 + GST","The IDFC WOW! Black Credit Card is a first-of-its-kind premium secured credit card. Those who opt for this card shall also get a complimentary virtual UPI credit card. The WOW! Black Credit Card has a joining and annual charge of ₹750 + GST. Cardholders shall receive benefits worth over ₹5,000 on payment of joining charges, while the yearly charge can be avoided by spending ₹1.5 lakh or more in a year. From free airport lounge access to trip cancellation coverage, this card offers several benefits for travelers. Cardholders can also earn bonus reward points for hotel and flight bookings made via IDFC’s Rewards portal.","[""This card offers plenty of travel benefits, from zero foreign exchange charges for international spends to free airport lounge access. Hence, it could be the go-to choice for those applying for their first credit card, as usually secured cards do not offer such benefits.""]","[""While this card has no foreign exchange markup fees, it would be even more beneficial if it provided access to international airport lounges, enhancing its value for travelers.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-wow-black-credit-card/
IDFC FIRST WOW! Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,Visa,"[""5 Best Secured/FD-Based Credit Cards In India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,Redeem Points Against Several Options. 1 Reward Point = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The following table lists the requirements for an individual to be eligible to apply for the IDFC FIRST WoW Credit Card: The applicant must have a fixed deposit in his/her name with the IDFC FIRST Bank. The Fixed Deposit Amount should be at least ₹20,000 Fixed Deposits should be in cumulative/re-invest and auto-renewed mode.",8.5% to 46.2% Per Annum,Zero,"1% Waiver on Transactions Between ₹200 and ₹5,000 (Maximum ₹200 Each Statement Cycle) | ₹199 + GST for Each Withdrawal | ₹99 + GST","A lifetime free credit card. Earn 4X Reward Points on every spend 0% Foreign transaction markup fee. Get 1% Fuel surcharge waiver Insurance cover for Personal Accident, Card Liability cover, and many more.","[""This is a lifetime free credit card."", ""You shall get a 100% credit limit against the amount of Fixed Deposit""]","[""There are no travel benefits associated with the IDFC FIRST WoW credit card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-wow-credit-card/
IDFC HPCL FIRST Power Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,RuPay,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Fuel Credit Cards in India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",₹199 + GST,₹199 + GST,"Renewal fee is waived on spending ₹50,000 in the card anniversary year",,Reward Points,You can pay for both online and offline transactions at select merchants instantly with your Reward Points. Redeem reward points for membership and gift vouchers of your favorite brands or for products on IDFC Bank’s Reward Redemption Catalog portal.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,The card charges an interest rate of 0.75% to 3.5% per month.,3.50%,1% fuel surcharge waiver capped at a maximum of ₹100 per month | ₹199 per withdrawal | ₹99 plus taxes,"Save up to 5% on fuel expenses up to a maximum of ₹5,000 per month. Save up to 2.5% on utility expenses and grocery spends up to a maximum of ₹4,000 per month. Save up to 2.5% on IDFC FASTag recharge up to a maximum of ₹2,000 per month. 2x reward points on other retail spend. Get a ₹250 gift voucher on your 1st HPCL transaction of at least ₹250 or more. Complimentary roadside assistance worth ₹1,399. Personal accident insurance cover worth ₹2 Lakhs.","[""This card comes at a low joining fee of ₹199 plus applicable taxes.""]","[""No complimentary lounge access is provided with this card."", ""There aren’t any golf benefits associated with the IDFC HPCL FIRST Power Credit Card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-hpcl-first-power-credit-card/
IDFC HPCL First Power Plus Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Fuel Credit Cards in India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",₹499 + GST,₹499 + GST,"₹1,50,000 spent in the previous year.",,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""1 Complimentary Domestic Lounge Access Every Quarter (4 Each Year)"", ""international"": ""N/A""}","You must fulfill the following criteria to be eligible for the IDFC HPCL Power Plus Credit Card- Must be an Indian citizen, Minimum age of 21, Decent credit/CBIL Score, Annual income of ₹3 lakh or more.",0.75% to 3.65% Per Month (9% to 43.8% Annually),3.5% on all international transactions,N/A | ₹199 as a cash advance fee. | ₹99 on every redemption request,"Save up to 6.5% on fuel spends with this credit card. Save up to 5% as a reward on utility and grocery bills (max cap. ₹2,000 per month) Save up to 5% as rewards on IDFC FIRST FASTag recharge (max cap ₹1,000 per month) Get 3X rewards on all other miscellaneous retail transactions. Complimentary domestic airport lounge access per quarter (minimum monthly spending of ₹20,000) Get up to 25% off on movie tickets (₹100 max cap per month)","[""With this credit card, you also get rewards on UPI transactions."", ""The joining fee is quite affordable (₹499).""]","[""For global travellers, this card doesn’t provide any international lounge access.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-hpcl-first-power-plus-credit-card/
IndiGo IDFC FIRST Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,"Mastercard, RuPay","[""Best Co-Branded Airline Credit Cards"", ""Best Credit Cards for IndiGo BluChips"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]","₹4,999 + GST OR First Year for Secured Card (Min ₹1 Lakh FD)","₹4,999 + GST",N/A,,Air Miles,BluChips Can Be Used for IndiGo Flight Bookings,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,Monthly – 0.71% to 3.85%. Annual – 8.5% to 46.2%,1.49%,N/A | ₹199 (Per Transaction Charge) | N/A,"This is an airline co-branded credit card. Those who often fly with IndiGo, India’s largest airline, would benefit the most from this card. The IndiGo IDFC First Credit Card offers up to 22 BluChips/₹100 spent on the IndiGo website and app. This card offers a low forex charge of 1.49% making it ideal for those who travel internationally.","[""IndiGo loyalists can take great advantage of this card as they can earn up to 22 BluChips for spending through the airline’s website and app. That could lead to savings of up to 11% for select flights where 1 BluChip = ₹0.50."", ""Several useful insurance covers are offered with this card, including air accident cover worth ₹1 crore.""]","[""One of the major drawbacks of this travel credit card is the complete lack of airport lounge access."", ""BluChips don’t have a fixed, defined value; instead, they have a dynamic value."", ""No complimentary BluChip is offered along with the card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/indigo-idfc-first-credit-card/
IDFC First Bank Mayura Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,"Visa, Mastercard","[""10+ Best Rewards Credit Cards in India 2026"", ""20+ Best Travel Credit Cards"", ""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Credit Cards for Free Domestic Airport Lounge Access"", ""Best Credit Cards for Free International Airport Lounge Access"", ""Best Credit Cards for International Travel 2026"", ""Best Credit Cards for Movie Tickets in India"", ""Best Golf Credit Cards in India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Top 20 Best Credit Cards in India 2026"", ""Top Credit Cards With Trip Cancellation in India""]","₹5,999 + GST","₹5,999 + GST",N/A,,Reward Points,1 RP = ₹0.50 for Travel Bookings Via IDFC Travel & Shop. 1 RP = ₹0.25 Everywhere Else,,,"{""domestic"": ""4 Free Visits Across the Country Each Quarter, 16 in a Year. One Additional Free Guest Visit Each Quarter"", ""international"": ""4 Free Visits Each Quarter, 16 in a Year""}",,Monthly Rate – 0.75% – 3.65%. Annual Rate – 9% – 43.8%,Zero (0%),"1% Fuel Surcharge Waiver on Transactions Between ₹200 and ₹5,000 (Maximum ₹300 Per Statement Cycle) | ₹199 | ₹99 + GST","The Mayura Credit Card is a premium credit card that comes at a fee of ₹5,999. This card offers 10X Reward Points on incremental spends of ₹20,000 or above. Cardholders can access both international and domestic airport lounges with this card. Availing this card is relatively easy; one can also apply for this on a card-to-card basis.","[""This is a highly beneficial credit card for those who often travel and are seeking a decent card with airport lounge access."", ""There is a Trip Cancellation Cover worth ₹50,000 with the Mayura Card.""]","[""The reward rate could have been better, but it’s the same as that of the Ashva Credit Card."", ""There are no worthwhile renewal benefits or spend-based annual fee waivers with this card. Making it rewarding only for the first year.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/mayura-credit-card/
Club Vistara IndusInd Bank Explorer Credit Card,IndusInd Bank,Best IndusInd Bank,"Visa, Mastercard","[""Best Credit Cards To Earn Club Vistara Points India"", ""Best Credit Cards in India Providing Club Vistara Membership"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","Rs. 40,000 + GST","Rs. 10,000 + GST",N/A,,Air Miles,The CV Points earned are redeemable against travel-related bookings on Club Vistara website.,,Earn up to 5 business class tickets every year based on your spends. The following table explains how: Annual Spends Milestone Benefit Rs. 3 lakhs 1 Business Class Ticket voucher Rs. 6 lakhs 1 Business Class Ticket voucher Rs. 12 lakhs 1 Business Class Ticket voucher,"{""domestic"": ""1 domestic lounge visits every quarterly."", ""international"": ""4 complimentary access to international lounges every quarter via Priority Pass.""}",,2.85% per month,Nil,1% fuel surcharge is waived off at all fuel stations. | Nil | Nil,"Complimentary Club Vistara Gold Tier membership. 1 complimentary business class ticket voucher on joining. Exciting gift vouchers worth Rs. 25,000 as a welcome benefit. Up to 5 complimentary business class ticket vouchers every year. 8 CV points per Rs. 200 you spend at airvistara.com & 6 CV points on other travel-related spends. 2 CV Points on every retail spend of Rs. 200 & 1 CV point on insurance, utilities, and fuel transactions. Enjoy buy 1 Get 1 free offer on movie tickets twice every month. Complimentary access to domestic and international lounges. Rs. 3,000 off on dining bills twice every year. Zero Foreign Markup Charges 1% fuel surcharge waiver.","[""With this credit card, a lot of fees are waived, such as foreign currency markup fees or cash withdrawal charges.""]","[""The joining fees are pretty high.""]",,cardinsider.com,https://cardinsider.com/indusind-bank/club-vistara-indusind-bank-explorer-credit-card/
CRED IndusInd Bank RuPay Credit Card,IndusInd Bank,Best IndusInd Bank,RuPay,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]",Nil,₹499 + GST,N/A,,Reward Points,"1 CRED Point = ₹1 for Flight and Hotel Bookings Via CRED, CRED Store, and at Various CRED Merchants. 1 CRED Point = ₹0.50 for Bill Payments Via CRED",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,Monthly – 3.95%. Annual – 47.40%,3.50%,"1% Fuel Surcharge Waiver for Transactions Between ₹500 and ₹5,000 | 2.5% (Minimum ₹300) | N/A","The CRED IndusInd Bank RuPay Credit Card is the first co-branded offering by CRED, a popular credit card bill payment platform. This card is most suited for e-commerce and UPI transactions. Cardholders shall earn 5 CRED Points/₹100 spent for e-commerce transactions, CRED UPI, CRED Store, CRED Pay, and CRED Travel. Even utilities and insurance will be eligible to earn 1 CRED Point for every ₹100 spent.","[""This credit card is most suited for UPI transactions via CRED. Cardholders shall earn 5 CRED Points/₹100 for all UPI transactions via CRED.""]","[""While this card rewards international transactions, it does not provide reduced foreign exchange markup charges.""]",,cardinsider.com,https://cardinsider.com/indusind-bank/cred-indusind-bank-rupay-credit-card/
EazyDiner IndusInd Bank Credit Card,IndusInd Bank,Best IndusInd Bank,Diners,"[""Best Credit Cards for Food Ordering and Dining in India"", ""Best Credit Cards for The Postcard Hotels & Resorts"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","₹2,999 + GST","₹2,999 + GST",N/A,,Reward Points,Redeem Points for Payment of Bills via PayEazy on EazyDiner. 1 RP = ₹0.10,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The eligibility criteria to get approved for the EazyDiner IndusInd Bank Credit Card have been mentioned below:,3.83% Per Month (46% Annually),3.50%,"1% Fuel Surcharge Waiver on Transactions Between ₹500 and ₹3,000 | 2.5% of the withdrawn amount subject to a minimum of Rs. 300. | Nil","A welcome bonus of 2,000 EazyPoints once the card’s joining fee is paid. Complimentary EazyDiner Prime annual membership that gets renewed every year. Up to 50% extra discount on dining spends via the PayEazy on the EazyDiner app. 1% waiver on fuel surcharge.","[""The EazyDiner Signature is a must-have for frequent diners. Free alcohol beverage, discounts up to ₹1,000, and bonus reward points are reasons enough to opt for this card."", ""For those who like premium stays, this card offers a Postcard Hotel voucher worth ₹7,500 as a renewal benefit.""]","[""While the restaurant discounts are attractive, they are limited to select outlets on EazyDiner, so your preferred restaurant might not always be available."", ""Currently, the EazyDiner Signature Credit Card is only available on the Visa network. For those looking to make UPI payments with the card, this can be a major drawback.""]",,cardinsider.com,https://cardinsider.com/indusind-bank/eazydiner-indusind-bank-credit-card/
EazyDiner IndusInd Platinum Credit Card,IndusInd Bank,Best IndusInd Bank,,"[""Best Co-Branded Credit Cards"", ""Best Credit Cards for Food Ordering and Dining in India"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards"", ""Best Lifetime Free Credit Cards India 2026"", ""Best Student Credit Cards India 2026""]",Lifetime Free,Lifetime Free,N/A,,Reward Points,On EazyDiner App,"The EazyDiner Platinum Credit Card comes with a 3-month EazyDiner membership worth Rs. 1,095 as a welcome benefit. Cardholders can avail discounts of up to 25% at over 2,000 restaurants in India. Plus, get 500 bonus EazyPoints on joining.","The EazyDiner Prime membership shall be renewed for 3 months on spends of Rs. 30,000 or more in a quarter. You can also get 2000 Reward Points upon spending Rs. 30,000 every 90 days. ATM Cash withdrawals and dining spends shall not be considered for this milestone reward. Spends by both primary and add-on cardholders shall be considered.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.83% Monthly and 46% Annually,3.5% of the Transaction Amount,1% Fuel Surcharge Waiver | 2.5% of the Amount or a Minimum of Rs. 300 | Rs. 100,This is a lifetime free credit card. A 3-month EazyDiner Prime Membership can be availed for free as a welcome benefit. Avail instant discounts on the EazyDiner app and website with the card. Make contactless payments with EazyDiner and avail huge discounts on restaurant bill payments.,"[""Being a lifetime free credit card, this card would be most suited for youngsters and people who are looking for a card with a zero joining fee."", ""Cardholders would enjoy several dining benefits with this card, which will further boost their savings.""]","[""Apart from dining benefits, there are no other benefits associated with this card, such as travel benefits.""]",,cardinsider.com,https://cardinsider.com/indusind-bank/eazydiner-indusind-bank-platinum-credit-card/
Indus Solitaire Credit Card,IndusInd Bank,Best IndusInd Bank,,"[""Best Credit Cards With Taj Epicure Membership"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","₹30,000 + GST","₹10,000 + GST",Annual Fee Waiver on Spends of ₹10 Lakh in a Card Anniversary Year,,Reward Points,Cash Credit 1 Reward Point = ₹ 0.50 or Partner Airmiles – 5 Reward Points = 4 AirMiles,,,"{""domestic"": ""4 Free Visits Each Quarter on Spends of ₹5 Lakh in the Previous Quarter"", ""international"": ""4 Free Visits Each Quarter""}",,3.83% Monthly and 46% Annually,Zero Charge,1% Fuel Surcharge Waiver | 2.5% or a Minimum Charge of Rs. 300 | N/A,"This is a premium credit card. The joining fee is Rs. 30,000 but annual charges are Rs. 10,000 from the second year. This card carries zero forex charges. Get free Moneycontrol Pro, EazyDiner, and Taj Epicure Memberships.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indus-solitaire-credit-card/
IndusInd Bank Avios Visa Infinite Credit Card,IndusInd Bank,Best IndusInd Bank,Visa,"[""Best Co-Branded Airline Credit Cards"", ""Best Credit Cards Offering Meet & Greet Airport Services"", ""Best Credit Cards for International Travel 2026"", ""Best Credit Cards in India for Qatar Airways Privilege Club (Avios)"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","₹10,000 + GST","₹5,000 + GST",N/A,,Air Miles,Avios earned can be redeemed against a host of different options at the Qatar Airways or British Airways website,,"The Avios Visa Infinite credit card has amazing milestone benefits on offer for cardholders. No matter the airline program chosen by you, you get the following milestone benefits – Bonus 18,000 Avios on spending ₹8 Lakhs or more in the year Bonus 18,000 Avios more on a second spending of ₹8 Lakhs in the year The maximum amount of Avios you can earn in a year through milestone benefits is 36,000, and the bonus Avios is credited within 10 days after card statement generation once you achieve the milestone spend.","{""domestic"": ""2 domestic lounge access per quarter"", ""international"": ""2 international lounge access per quarter with Priority Pass""}",,3% Per Month and 36% Per Annum,1.5% at Preferred International Destinations and 3.5% Everywhere Else,"1% Waiver for Fuel Spends Between ₹500 and ₹10,000 | Nil | Nil","Bonus 20,000 Avios as a welcome benefit. 2x Avios per Rs. 200 spent on Qatar or British Airways website and 1x Avios on other domestic and international spends. 5x Avios per Rs. 200 spent at preferred international destinations. Low forex markup fee of 1.5% at preferred international destinations. Up to 36,000 Avios as a milestone benefit on reaching the target spend. Bonus 5000 Avios as a renewal benefit. 2 International lounge access per quarter with Priority Pass membership and 2 domestic lounge access per quarter. Airport meet and greet service and personal concierge service. Travel-related insurance benefits and 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-avios-visa-infinite-credit-card/
IndusInd Bank Celesta Credit Card,IndusInd Bank,Best IndusInd Bank,,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards"", ""Best Low Interest Credit Cards 2026""]","₹25,000 + GST","₹5,000 + GST",The renewal fee is waived off on spending Rs. 10 lakhs or more in the last year.,,Reward Points,Redeem Points for Airmiles 1 RP = 1 Airmile. For Cash 1 RP = ₹0.75,,,"{""domestic"": ""Unlimited Free Domestic Airport Lounge Access on Spends of ₹1.5 Lakh or More in the Previous Quarter"", ""international"": ""2 complimentary international lounge access per quarter""}","Every credit card comes with a different eligibility criterion that has to be fulfilled by the applicants to get approved for the particular card. These eligibility criteria are dependent on age, credit history, and income. The following is the eligibility criteria for the IndusInd Celesta Card: The applicant should be between 21 and 65 years of age. The applicant should have a stable income (the applicant should be either a salaried employee or a self-employed individual). The applicant should have a good credit history.",2.99% per month,3.5% on all foreign currency spends,1% fuel surcharge waiver across all fuel stations. | 2.5% of the cash withdrawn or Rs. 300 (whichever is higher) | ₹100 + GST,"Get up to 3 Reward Points per ₹100 spent using your IndusInd Bank Celesta Credit Card. Reward Points are redeemable against Cash credit. Vouchers worth ₹25,000 each from Oberoi Hotels & Montblanc as a welcome gift. 20% discount on movies at BookMyShow. Buy 1 get 1 free (BOGO) offer on movie tickets. Unlimited complimentary domestic airport lounge access and two international lounge accesses per quarter with the Priority Pass membership Spend-based renewal fee waiver. Complimentary golf lessons and golf games every month. Insurance coverage against several categories. 1% waiver on fuel surcharge.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-celesta-credit-card/
IndusInd Bank Crest Credit Card,IndusInd Bank,Best IndusInd Bank,Mastercard,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards"", ""Best Low Interest Credit Cards 2026""]","₹75,000 + GST","₹10,000 + GST","Annual membership fee waived off on spending Rs. 20,00,000 in the previous year",,Reward Points,1 RP = ₹0.75 for Redeeming Against Cash Credit and 2 RPs = 1 KrisFlyer Miles,,,"{""domestic"": ""2 complimentary domestic lounge visits quarterly under the MasterCard Lounge access program."", ""international"": ""2 complimentary international lounge visits every quarter with the LoungeKey membership""}",,2.99% per month (or 36% annually),3.5% + GST,"Waived for transactions between Rs. 400 and Rs. 4,000 | 2.5% of the advanced amount, subject to a minimum amount of Rs. 300 | Rs. 100","Reward Points can be transferred to partner airlines’ AirMiles programs or redeemed against Cash Credit. Complimentary access to domestic and international lounges. Complimentary golf lessons and golf games every month with the exclusive golf program and MasterCard golf program each. Buy One Get One offer on BookMyShow movie tickets (max three free tickets/month). The free ticket price is capped at ₹700, and there is an additional discount of ₹50 on selecting the F&B option. Up to ₹3,000 off on dining bills at over 100 partner restaurants. Lost card liability covers up to 48 hours prior to reporting the loss of the card.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-crest-credit-card/
IndusInd Bank Duo Plus Credit Card,IndusInd Bank,Best IndusInd Bank,,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","₹1,500 + GST",₹799 + GST,NA,,Reward Points,1 RP = ₹0.50 for Redemption Against Cash Credit,,,"{""domestic"": ""NA"", ""international"": ""NA""}",,3.83% per month,2% on all foreign currency spends,"1% fuel surcharge is waived off for all transactions between Rs. 400 & Rs. 4,000 | 2.5% of the cash amount or Rs. 500 (whichever is higher) | Rs. 100","A credit cum debit card. Welcome gift vouchers worth Rs. 1,000. Get 1 Reward Points on every Rs. 150 you spend using your IndusInd Bank Duo Plus Credit Card. Buy 1 get 1 free offer on movie tickets. Exclusive travel insurance benefits. Personal accident insurance coverage. A 1% fuel surcharge waiver. 24*7 concierge services. Low forex markup fee of 2%",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-duo-plus-credit-card/
IndusInd Bank ePay Amex Credit Card,IndusInd Bank,Best IndusInd Bank,American Express,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,"RPs Can Be Redeemed for Cash Credit, AirMiles or at IndusMoments",,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.95% Per Month (47.40% Per Annum),3.5% of the Transaction Amount,N/A | N/A | N/A,"This is a virtual credit card. You will get a Zomato Gold 3-Month membership as a welcome benefit with this card. You earn increasing Reward Points after a set of transactions, and after the 10th transaction in a statement cycle, you get 10 RPs on each transaction.","[""With a certain number of successful transactions, you will earn more and more reward points and beyond the 10th transaction, you shall get 10 RPs."", ""You will get a complimentary 3-Month Zomato Gold membership.""]","[""One Reward Point is equal to Rs. 0.35 (Cash Credit Redemption), which is relatively low."", ""You do not get any complimentary lounge access with this credit card.""]",,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-epay-amex-credit-card/
IndusInd Bank Iconia Amex Credit Card,IndusInd Bank,Best IndusInd Bank,American Express,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","Rs. 3,500 + GST",Nil,N/A,,Reward Points,1 Reward Point = Rs 1 for redemption against cash credit & 1 RP = 1 InterMile / 1 CV Point for redemption against the same.,,,"{""domestic"": ""8 Complimentary domestic lounge access every year using this credit card."", ""international"": ""N/A""}",,3.83% per month ( 46% per annum),3.5% on all international transactions,1% fuel surcharge waiver on transactions at all fuel stations across India. | 2.5% on withdrawal amount subject to a minimum charge of Rs 300 | Rs. 100 per redemption request.,Get exclusive hotel and shopping gift vouchers as a welcome benefit Buy 1 Get 1 on movie ticket bookings on movie bookings with BookMyShow and Sathyam Cinema 1.5 RP on every Rs. 100 spent on weekdays & 2 RP on every Rs 100 spent on weekends. Access to leading domestic airport lounges. Complimentary Priority Pass Membership. Complimentary golf games and lessons hosted at various locations. 24×7 Concierge service and Auto Assistance 1% fuel surcharge waiver on transactions at all fuel stations across India. Personal Air Accident cover worth Rs. 25 lakhs,[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-iconia-amex-credit-card/
IndusInd Bank Iconia Visa Credit Card,IndusInd Bank,Best IndusInd Bank,"Visa, American Express","[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]","Rs. 3,499 + GST",Nil,Nil,,Reward Points,"1RP = Re. 1 for redemption against cash, 1 RP = 1 InterMile / 1 CV Point.",,,"{""domestic"": ""NA"", ""international"": ""NA""}","Getting a credit card is not as easy as it might seem to be. There are certain eligibility criteria that you need to fulfill in order to get approved for a card. The eligibility criteria required for the IndusInd Bank Iconia Visa Credit Card: Your age should be between 21 and 65 years. You should have a stable source of income. You should have a good credit score. Other than this, the bank may have some internal criteria based on which an application might be approved or rejected.",3.83% per month,3.5% on all foreign currency spends,1% fuel surcharge waiver is provided. | 2.5% of the transacted amount or Rs. 300 (whichever is higher) | Nil,"Gift cards and vouchers for various brands, including, BATA, BIBA, Titan, Pantaloons, Amazon, Flipkart, etc as a welcome benefit. 0.75 Reward Point for every spend of Rs. 100 on weekdays and 1 Reward Point for every Rs. 100 spent on weekends. Get 0.70 Reward points for every Rs. 100 spent on utility bills, insurances, government charges, and educational institutions fees. Get complimentary priority pass membership. 1 complimentary movie ticket every month. One complimentary golf lesson and 1 game every quarter. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-iconia-visa-credit-card/
IndusInd Bank Indulge Credit Card,IndusInd Bank,Best IndusInd Bank,Visa,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards"", ""Best Low Interest Credit Cards 2026""]","₹75,000 + GST","₹10,000 + GST",Annual Fee Waiver on Spends of ₹10 Lakh Each Year,,Reward Points,"Reward Points Redeemable Against Cash Credit, IndusMoments, or KrisFlyer Miles",,,"{""domestic"": ""6 Lounge Visits Each Quarter on Spends of ₹5 Lakh Per Quarter"", ""international"": ""Four Complimentary International Lounge Access Using Priority Pass""}","In order to get approved for the IndusInd Indulge Card, you will need to fulfill the following eligibility requirements: Salaried applicants must have a minimum annual income of ₹36 lakh. Self-employed applicants must have a minimum annual income of ₹42 lakh. Applicant must have a good credit score.",1.79% per month (or 21.48% annually),1.8% + GST,"1% fuel surcharge is waived for transactions between Rs. 400 and Rs, 4,000. | Wavied | Rs. 100","1.5 Reward Points for every Rs. 100 spent using the card. Reward Points are redeemable against Airmiles, cash credit, or IndusMoments. Complimentary domestic and international lounge access. Complimentary Priority Pass membership. Buy One Get One offer on movie tickets & discount on non-movie tickets on BookMyShow. Complimentary access to golf games at selected golf courses. Lost card liability protection from up to 48 hours prior to the time of reporting the loss of the card.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-indulge-credit-card/
IndusInd Bank Payback Credit Card,IndusInd Bank,Best IndusInd Bank,,"[""Best IndusInd Bank"", ""Best IndusInd Bank Credit Cards""]",Rs. 249 + GST,Nil,NA,,Reward Points,"Redeem your PAYBACK points against e-vouchers, recharges, buying products from the given catalog, etc. 1 PAYBACK Point = Re. 0.25.",,"The IndusInd Bank Payback Credit Card allows you to earn 500 Payback Points if you spend Rs. 20,000 or more in a month. You can also earn 4000 Payback points on spending Rs. 2,00,000 or above in a year.","{""domestic"": ""NA"", ""international"": ""NA""}",,3.83% p.m. (46% p. a.),3.5% on all foreign transactions,Get 1% fuel surcharge waiver on transactions between Rs. 400 – Rs. 4000 at fuel stations in India. | 2.5% of the advance amount (minimum of Rs. 300) | Rs. 100,"Get 1,000 Payback points as a welcome gift. Get complimentary access to PAYBACK Plus membership. 20 Payback points per Rs. 100 spent on movies. 5 Payback points per  Rs. 100 spent on dining, groceries, and shopping. 2 Payback points for all spends of Rs. 100. Avail personal air accident insurance cover up to Rs. 25 lakhs. Get complimentary access to auto assist. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/indusind-bank/indusind-bank-payback-credit-card/
